pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,prev_PRs,additions,deletions,changed_files,commits,comments,review_comments,title_length,description_length,has_description,title_words,body_words,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,assignees_count,file_types_count,file_types,language_types,directories_count,directories,total_changes,test_files_count,test_changes,doc_files_count,config_files_count,files_added,files_deleted,files_modified,files_changed,change_num,segs_added,segs_deleted,segs_changed,is_core_member,lines_added,lines_deleted,first_review_at,review_count,approval_count,change_request_count,reviewer_count,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,label_count,milestone,time_to_close_days,response_time_days
6240,"Update sde action to 2.4, switch to 9.33.0",closed,False,2025-08-17T20:06:39Z,2025-08-17T20:50:26Z,2025-08-17T20:50:26Z,vondele,True,475,4,4,2,1,0,0,42,61,1,11,8,0,0,0,0,0,0,0,2,2,1,2,2,8,0,0,0,2,0,0,2,2,1,0,0,2,1,4,4,,0,0,0,0,True,0,0,,unknown,,2,,0.03040509259259259,
6239,Bigger thread dependent initial window.,closed,False,2025-08-17T17:07:57Z,2025-08-17T20:50:27Z,2025-08-17T20:50:27Z,locutus2,True,132,1,1,1,1,0,0,39,510,1,5,89,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,0.1545138888888889,
6238,Remove cutNode as a condition from futility margin formula,closed,False,2025-08-17T10:54:02Z,2025-08-17T21:14:39Z,2025-08-17T21:14:39Z,FauziAkram,True,282,1,1,1,1,1,0,58,490,1,9,83,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,False,dirty,False,1,,0.4309837962962963,
6237,Add performance warning comment for vpcompressw,closed,False,2025-08-16T21:43:58Z,2025-08-17T20:50:27Z,2025-08-19T13:24:36Z,87flowers,True,3,1,0,1,1,0,0,47,85,1,6,10,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,0,0,0,0,True,0,0,,unknown,,2,,0.9628356481481481,
6236,Simplify see margin term in pruning,closed,False,2025-08-16T18:41:08Z,2025-08-17T21:10:21Z,2025-08-17T21:10:21Z,daniel-monroe,True,74,1,1,1,1,1,0,35,491,1,6,82,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,False,dirty,False,1,,1.1036226851851851,
6235,Fix undefined behavior in stalemate trap detection.,closed,False,2025-08-16T18:36:43Z,2025-08-17T20:50:26Z,2025-08-19T14:23:54Z,locutus2,True,132,8,3,2,1,7,5,51,1086,1,7,189,1,1,0,0,0,0,0,2,2,1,1,1,11,0,0,0,0,0,0,2,2,1,0,0,2,1,8,3,2025-08-16T18:50:47Z,4,0,0,2,True,0,0,,unknown,,2,,1.0928587962962963,0.009768518518518518
6234,Fix undefined behavior in stalemate trap detection.,closed,False,2025-08-16T14:40:40Z,2025-08-16T18:37:44Z,2025-08-16T18:37:45Z,locutus2,True,132,8,2,1,1,1,0,51,1059,1,7,185,1,1,0,0,0,0,0,1,1,1,1,1,10,0,0,0,0,0,0,1,1,1,0,0,1,1,8,2,,0,0,0,0,True,0,0,,unknown,,0,,0.16462962962962963,
6233,Speedup write_moves using _mm512_mask_compressstoreu_epi16,open,False,2025-08-16T14:04:05Z,,2025-08-28T13:04:24Z,KierenP,False,1,1,2,1,1,5,0,58,2240,1,4,263,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,,0,0,0,0,True,0,0,False,dirty,False,1,,,
6231,Avoid using _mm512_storeu_epi16() due to gcc 9 & 10,closed,False,2025-08-15T21:44:12Z,2025-08-16T10:15:33Z,2025-08-16T10:15:33Z,mstembera,True,224,1,1,1,1,1,0,51,122,1,8,19,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,0.5217708333333333,
6230,Fix compilation for old gcc on new hardware,closed,False,2025-08-15T14:25:32Z,2025-08-15T22:06:59Z,2025-08-15T22:06:59Z,vondele,True,475,7,2,1,1,4,0,43,311,1,8,45,1,1,1,0,0,0,0,1,1,0,1,1,9,0,0,0,0,0,0,1,1,1,0,0,1,1,7,2,,0,0,0,0,True,0,0,,unknown,,1,,0.3204513888888889,
6229,Add log depth as term to reduction factors.,closed,False,2025-08-14T17:48:19Z,2025-08-16T10:15:33Z,2025-08-16T10:15:33Z,locutus2,True,132,8,8,1,1,2,0,43,871,1,8,144,1,0,0,0,0,0,0,1,1,1,1,1,16,0,0,0,0,0,0,1,1,1,0,0,1,1,8,8,,0,0,0,0,True,0,0,,unknown,,2,,1.6855787037037038,
6228,Remove Unnecessary variable,closed,False,2025-08-14T13:56:33Z,2025-08-14T14:56:57Z,2025-08-14T19:15:29Z,MrBrain295,False,1,2,2,2,2,4,0,27,244,1,3,35,0,0,0,0,0,0,0,2,2,1,2,2,4,0,0,0,0,0,0,2,2,2,0,0,2,0,2,2,,0,0,0,0,True,0,0,,unknown,,0,,0.041944444444444444,
6226,Simplify dual bonuses,closed,False,2025-08-11T03:21:55Z,2025-08-16T10:15:35Z,2025-08-16T10:15:35Z,daniel-monroe,True,74,3,4,1,1,1,0,21,501,1,3,83,1,0,0,0,0,0,0,1,1,1,1,1,7,0,0,0,0,0,0,1,1,1,0,0,1,0,3,4,,0,0,0,0,True,0,0,,unknown,,2,,5.287268518518519,
6225,Simplify depth term in reductions,closed,False,2025-08-10T16:26:48Z,2025-08-16T10:15:34Z,2025-08-16T10:15:34Z,daniel-monroe,True,74,3,4,1,1,0,0,33,502,1,5,81,1,0,0,0,0,0,0,1,1,1,1,1,7,0,0,0,0,0,0,1,1,1,0,0,1,0,3,4,,0,0,0,0,True,0,0,,unknown,,2,,5.742199074074074,
6224,Simplify depth term in reductions,closed,False,2025-08-10T16:25:38Z,2025-08-10T16:25:59Z,2025-08-10T16:26:00Z,daniel-monroe,True,74,1,1,1,1,1,0,33,504,1,5,81,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,0,,0.00024305555555555555,
6223,History_second_order,closed,False,2025-08-10T08:11:31Z,2025-08-10T09:05:39Z,2025-08-10T09:05:39Z,AliceRoselia,True,16,26,24,2,1,3,0,20,1267,1,1,219,1,0,0,0,0,0,0,2,2,1,1,1,50,0,0,0,0,0,0,2,2,1,0,0,2,0,26,24,,0,0,0,0,True,0,0,,unknown,,0,,0.037592592592592594,
6222,Remove quiet move streak,closed,False,2025-08-09T18:03:11Z,2025-08-18T16:24:19Z,2025-08-18T16:24:19Z,daniel-monroe,True,74,1,6,2,1,1,0,24,525,1,4,86,1,0,0,0,0,0,0,2,2,1,1,1,7,0,0,0,0,0,0,2,2,1,0,0,2,0,1,6,,0,0,0,0,True,0,0,False,dirty,False,1,,8.931342592592593,
6221,Remove completedDepth condition for SE,closed,False,2025-08-09T16:35:16Z,2025-08-16T10:15:34Z,2025-08-16T10:15:34Z,kevlu8,True,1,2,1,2,2,1,0,38,662,1,5,114,1,0,0,0,0,0,0,2,2,1,2,2,3,0,0,0,0,0,0,2,2,2,0,0,2,0,2,1,,0,0,0,0,True,0,0,,unknown,,2,,6.736319444444445,
6220,Simplify beta formula,closed,False,2025-08-09T09:32:08Z,2025-08-16T10:15:34Z,2025-08-16T10:15:34Z,FauziAkram,True,282,1,1,1,1,0,0,21,450,1,3,77,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,7.030162037037037,
6219,Reducing probcut depth more when staticEval is very good,closed,False,2025-08-08T22:14:47Z,2025-08-09T07:10:06Z,2025-08-09T07:10:06Z,tsoj,True,2,2,1,1,1,0,0,56,652,1,9,109,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,,0,0,0,0,True,0,0,,unknown,,1,,0.3717476851851852,
6217,Build x86-64-avx512icl in CI,closed,False,2025-08-07T20:59:06Z,2025-08-09T07:10:05Z,2025-08-09T07:10:05Z,niklasf,True,11,19,0,1,1,0,0,28,20,1,6,3,0,0,0,0,0,0,0,1,1,1,1,1,19,0,0,0,1,0,0,1,1,1,0,0,1,0,19,0,2025-08-08T05:55:44Z,1,1,0,1,True,0,0,,unknown,,2,,1.4242939814814815,0.37266203703703704
6216,Remove the Elo worth,closed,False,2025-08-06T21:13:20Z,2025-08-09T07:10:06Z,2025-08-09T07:10:06Z,FauziAkram,True,282,1,2,1,1,0,0,20,309,1,4,49,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,,0,0,0,0,True,0,0,,unknown,,2,,2.4144212962962963,
6215,mainHist_piece,closed,False,2025-08-06T07:13:11Z,2025-08-14T12:59:22Z,2025-08-14T12:59:22Z,AliceRoselia,True,16,72,23,5,4,4,8,14,620,1,1,105,1,0,0,0,0,0,0,2,2,1,1,1,95,0,0,0,0,0,0,5,5,4,0,0,5,0,72,23,2025-08-06T08:13:01Z,6,0,1,3,True,0,0,,unknown,,1,,8.240405092592592,0.04155092592592593
6212,[RFC] Remove an instruction from find_nnz(),closed,False,2025-08-04T02:22:17Z,2025-08-09T07:10:05Z,2025-08-09T07:10:05Z,mstembera,True,224,5,4,1,1,2,0,43,466,1,6,76,1,0,0,0,0,0,0,1,1,0,1,1,9,0,0,0,0,0,0,1,1,1,0,0,1,0,5,4,,0,0,0,0,True,0,0,,unknown,,2,,5.199861111111111,
6211,Only set ep square if ep capture is possible,closed,False,2025-08-03T14:58:06Z,2025-08-04T13:18:20Z,2025-08-04T13:18:20Z,vondele,True,475,63,16,2,1,8,5,44,1159,1,9,200,1,1,0,0,0,0,0,2,2,1,1,1,79,0,0,0,0,0,0,2,2,1,0,0,2,1,63,16,2025-08-03T20:03:08Z,5,0,0,2,True,0,0,,unknown,,2,,0.9307175925925926,0.2118287037037037
6210,Depth dependent reduction threshold when full-depth re-search,closed,False,2025-08-03T14:30:28Z,2025-08-04T13:17:06Z,2025-08-04T13:17:06Z,tsoj,True,2,6,1,2,2,3,4,61,4898,1,9,706,1,1,1,1,0,0,0,2,2,1,2,2,7,0,0,0,0,0,0,2,2,2,0,0,2,0,6,1,2025-08-04T12:12:15Z,3,0,0,2,True,0,0,,unknown,,2,,0.9490509259259259,0.9040162037037037
6209,Simplification: Futility pruning for captures (test45),closed,False,2025-08-03T12:39:41Z,2025-08-09T07:10:05Z,2025-08-17T19:39:02Z,Stockfisher69,True,1,4,3,1,3,4,0,54,195,1,6,35,1,0,0,0,0,0,0,1,1,1,1,1,7,0,0,0,0,0,0,1,1,3,0,0,1,0,4,3,,0,0,0,0,True,0,0,,unknown,,2,,5.771111111111111,
6208,update incbin and support #embed,closed,False,2025-08-03T09:26:49Z,2025-08-10T10:43:19Z,2025-08-23T20:16:11Z,bftjoe,True,6,39,27,3,1,4,0,32,141,1,5,27,1,0,0,0,0,0,0,3,3,1,2,2,66,0,0,0,0,0,0,3,3,1,0,0,3,0,39,27,,0,0,0,0,True,0,0,,unknown,,1,,7.053125,
6207,Simplify key after,closed,False,2025-08-03T06:10:33Z,2025-08-04T13:17:05Z,2025-08-04T13:17:05Z,xu-shawn,True,153,2,2,1,1,0,0,18,459,1,3,78,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,1,2,2,,0,0,0,0,True,0,0,,unknown,,2,,1.2962037037037037,
6206,Reintroduce reduction term in LMR for cutnodes.,closed,False,2025-08-02T21:35:00Z,2025-08-04T13:17:05Z,2025-08-04T13:17:05Z,Vizvezdenec,True,246,1,1,1,1,0,0,47,517,1,7,88,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,1.654224537037037,
6205,Refactor: Simplify pawn structure indexing,closed,False,2025-08-02T16:20:54Z,2025-08-04T13:17:04Z,2025-08-04T13:17:04Z,FauziAkram,True,282,14,17,3,4,1,0,42,674,1,5,89,0,0,0,0,0,1,0,2,2,1,1,1,31,0,0,0,0,0,0,3,3,4,0,0,3,1,14,17,,0,0,0,0,True,0,0,,unknown,,2,,1.872337962962963,
6204,"Add ""d < newDepth"" condition for doDeeperSearch",closed,False,2025-08-02T13:42:09Z,2025-08-02T14:27:18Z,2025-08-02T14:27:18Z,FauziAkram,True,282,1,1,1,1,1,0,47,478,1,6,80,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,1,,0.03135416666666667,
6203,Fix icx profile-build,closed,False,2025-08-02T12:00:12Z,2025-08-04T13:17:03Z,2025-08-04T13:17:03Z,vondele,True,475,4,1,1,1,3,0,21,112,1,4,17,0,1,0,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,0,1,1,1,0,0,1,1,4,1,,0,0,0,0,True,0,0,,unknown,,2,,2.0533680555555556,
6202,Fix: Use version-aware $(LLVM_PROFDATA) for icx PGO builds,closed,False,2025-08-01T18:23:27Z,2025-08-02T12:04:21Z,2025-08-02T12:04:22Z,FauziAkram,True,282,1,1,1,1,5,0,58,1457,1,9,228,0,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,1,,0.7367361111111111,
6201,Remove code that is not used anywhere,closed,False,2025-08-01T18:05:15Z,2025-08-02T14:27:18Z,2025-08-02T14:27:18Z,FauziAkram,True,282,0,5,1,1,0,0,37,62,1,7,10,0,0,0,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,0,1,1,1,0,0,1,1,0,5,,0,0,0,0,True,0,0,,unknown,,2,,0.8486458333333333,
6200,Separate bonus/malus parameters for quiet and capture moves,closed,False,2025-08-01T07:31:11Z,2025-08-09T07:10:04Z,2025-08-09T07:10:04Z,KazApps,True,1,13,12,1,3,11,0,59,511,1,9,91,1,0,0,0,0,0,0,1,1,1,1,1,25,0,0,0,0,0,0,1,1,3,0,0,1,0,13,12,,0,0,0,0,True,0,0,,unknown,,3,,7.985335648148149,
6199, Refactor: Simplify pawn structure indexing,closed,False,2025-07-30T22:42:48Z,2025-08-02T14:55:44Z,2025-08-02T14:55:44Z,FauziAkram,True,282,0,0,0,0,2,0,43,657,1,5,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,True,0,0,,unknown,,1,,2.675648148148148,
6198,Simplify improving term,closed,False,2025-07-30T22:23:28Z,2025-08-02T14:27:17Z,2025-08-02T14:27:17Z,daniel-monroe,True,74,1,1,1,1,1,0,23,492,1,3,82,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,2.6693171296296296,
6197,Make Resetting the Aspiration Window after FailLow more aggressive,closed,False,2025-07-30T13:39:31Z,2025-08-02T14:27:17Z,2025-08-02T14:27:17Z,CSTENTOR,True,2,1,1,1,1,1,0,66,665,1,9,118,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,3.0331712962962962,
6196,Only do IIR in minimally reduced nodes,closed,False,2025-07-30T10:41:38Z,2025-08-02T14:27:17Z,2025-08-02T14:27:17Z,aronpetko,True,4,1,1,1,2,1,0,38,409,1,7,72,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,3.156701388888889,
6195,Bound info belongs directly to score info.,closed,False,2025-07-30T09:25:47Z,2025-08-02T14:27:16Z,2025-08-02T14:27:16Z,joergoster,True,66,3,3,1,1,0,0,42,108,1,7,18,0,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,0,3,3,,0,0,0,0,True,0,0,,unknown,,2,,3.209363425925926,
6194,Try to fix CI failures on macOS instances,closed,False,2025-07-30T06:57:34Z,2025-08-02T14:27:16Z,2025-09-21T09:57:44Z,MinetaS,True,35,1,1,1,1,0,0,41,20,1,8,3,0,1,0,0,0,0,0,1,1,1,1,1,2,1,2,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,3.312291666666667,
6193,"Re-adding ttHit  condition, but this time in the inner block",closed,False,2025-07-29T10:52:22Z,2025-08-02T14:27:15Z,2025-08-02T14:27:15Z,FauziAkram,True,282,1,1,1,1,1,0,60,489,1,11,85,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,4.149224537037037,
6192,Make Resetting the Aspiration Window after FailLow more aggressive ,closed,False,2025-07-28T22:00:33Z,2025-07-30T13:39:20Z,2025-07-30T13:39:20Z,CSTENTOR,True,2,1,1,1,1,0,0,67,660,1,9,118,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,0,,1.6519328703703704,
6191,Simplify LMR extension limit formula,closed,False,2025-07-28T10:32:19Z,2025-07-28T18:19:36Z,2025-07-28T18:19:36Z,aronpetko,True,4,1,3,1,2,0,0,36,477,1,5,85,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,2,0,0,1,0,1,3,,0,0,0,0,True,0,0,,unknown,,2,,0.32450231481481484,
6190,Increase futility value when capturing last moved piece,closed,False,2025-07-28T07:08:29Z,2025-07-28T18:19:33Z,2025-07-28T18:19:33Z,Nonlinear2,True,27,2,1,1,1,1,0,55,424,1,8,74,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,,0,0,0,0,True,0,0,,unknown,,2,,0.4660185185185185,
6189,Simplify extra continuation history updates,closed,False,2025-07-28T05:09:15Z,2025-07-28T18:19:35Z,2025-07-28T18:19:35Z,daniel-monroe,True,74,1,3,1,1,1,0,43,456,1,5,76,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,,0,0,0,0,True,0,0,,unknown,,2,,0.5488425925925926,
6188,VVLTC Search Tune,closed,False,2025-07-28T04:27:55Z,2025-07-28T18:19:30Z,2025-07-28T18:19:31Z,XInTheDark,True,60,81,81,1,1,0,0,17,475,1,3,85,1,0,0,0,0,0,0,1,1,1,1,1,162,0,0,0,0,0,0,1,1,1,0,0,1,0,81,81,,0,0,0,0,True,0,0,,unknown,,2,,0.577488425925926,
6187,Simplify NMP condition,closed,False,2025-07-28T00:47:26Z,2025-07-28T18:19:35Z,2025-07-28T18:19:35Z,styxdoto,True,1,5,3,2,3,3,0,22,214,1,3,31,0,0,0,0,0,0,0,2,2,1,2,2,8,0,0,0,0,0,0,2,2,3,0,0,2,0,5,3,,0,0,0,0,True,0,0,,unknown,,2,,0.7306597222222222,
6186,Optimize find_nnz() using VBMI2,closed,False,2025-07-27T23:13:35Z,2025-08-02T14:27:15Z,2025-08-02T14:27:15Z,mstembera,True,224,33,3,1,1,1,5,31,137,1,4,24,0,0,0,1,0,0,0,1,1,0,1,1,36,0,0,0,0,0,0,1,1,1,0,0,1,0,33,3,2025-07-29T20:01:44Z,5,0,0,3,True,0,0,,unknown,,2,,5.63449074074074,1.8667708333333333
6185,VVLTC tune,closed,False,2025-07-27T21:19:34Z,2025-07-28T17:08:08Z,2025-07-28T17:08:09Z,FauziAkram,True,282,81,81,1,1,1,0,10,497,1,2,87,1,0,0,0,0,0,0,1,1,1,1,1,162,0,0,0,0,0,0,1,1,1,0,0,1,1,81,81,,0,0,0,0,True,0,0,,unknown,,0,,0.8253935185185185,
6184,Add depth condition,closed,False,2025-07-27T20:16:43Z,2025-07-28T18:19:33Z,2025-07-28T18:19:33Z,FauziAkram,True,282,1,1,1,1,1,0,19,447,1,3,77,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,0.9186342592592592,
6183,Less history pruning at PV nodes.,closed,False,2025-07-27T20:05:59Z,2025-07-27T21:47:34Z,2025-07-27T21:47:34Z,locutus2,True,132,1,1,1,1,1,0,33,453,1,6,79,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,0,,0.07054398148148149,
6182,Remove unnecessary deque allocation in perft,closed,False,2025-07-27T19:17:15Z,2025-07-28T18:19:34Z,2025-07-28T18:34:29Z,87flowers,True,3,3,3,1,1,0,0,44,39,1,6,5,0,0,0,0,0,0,0,1,1,0,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,0,3,3,,0,0,0,0,True,0,0,,unknown,,2,,0.9599421296296297,
6181,Simplify newDepth modification formulas,closed,False,2025-07-27T16:28:33Z,2025-07-28T18:19:34Z,2025-07-28T18:19:34Z,FauziAkram,True,282,2,4,1,1,1,0,39,461,1,4,78,1,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,1,2,4,,0,0,0,0,True,0,0,,unknown,,2,,1.0770949074074074,
6180,Tweak the logic for setting the improving flag when the static evaluation is significantly higher than alpha #2,closed,False,2025-07-27T16:10:23Z,2025-07-28T18:19:32Z,2025-07-28T18:19:32Z,FauziAkram,True,282,1,1,1,1,0,0,111,579,1,18,96,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,2,,1.0896875,
6179,Tweak the logic for setting the improving flag when the static evaluation is significantly higher than alpha.,closed,False,2025-07-27T13:36:58Z,2025-07-28T17:07:00Z,2025-07-28T17:07:00Z,FauziAkram,True,282,1,1,1,1,1,0,109,536,1,17,91,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,0,0,0,0,True,0,0,,unknown,,1,,1.1458564814814816,
6178,Simplification of Score Construction for Mates,closed,False,2025-07-27T12:16:23Z,2025-07-28T12:31:58Z,2025-07-28T12:31:58Z,FauziAkram,True,282,2,3,1,1,4,0,46,222,1,6,30,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,0,0,1,1,2,3,,0,0,0,0,True,0,0,,unknown,,0,,1.0108217592592592,
6177,Simplify razoring,closed,False,2025-07-26T22:54:21Z,2025-07-28T16:43:59Z,2025-07-28T16:43:59Z,daniel-monroe,True,74,1,1,1,1,10,0,17,916,1,2,143,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,0,,1.7428009259259258,
6176,Simplify static evaluation difference to move ordering logic,closed,False,2025-07-26T15:51:46Z,2025-07-28T18:19:32Z,2025-07-28T18:19:32Z,pb00068,True,83,1,1,1,1,1,0,60,471,1,8,78,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,,0,0,0,0,True,0,0,,unknown,,2,,2.102615740740741,
6175,Simplify `eval >= beta` condition from NMP,closed,False,2025-07-23T16:33:51Z,2025-07-24T08:39:38Z,2025-07-24T08:39:38Z,aronpetko,True,4,2,3,2,2,0,0,42,559,1,6,98,1,0,0,0,0,0,0,2,2,1,2,2,5,0,0,0,0,0,0,2,2,2,0,0,2,0,2,3,,0,0,0,0,True,0,0,,unknown,,2,,0.6706828703703703,
6174,Add a table of contents and enhance the readability of the readme file,open,False,2025-07-23T16:11:01Z,,2025-07-24T10:51:13Z,FauziAkram,True,282,20,14,1,1,2,0,70,226,1,13,36,0,0,0,1,1,0,0,1,1,1,1,1,34,0,0,1,0,0,0,1,1,1,0,0,1,1,20,14,,0,0,0,0,True,0,0,True,unstable,True,0,,,
6173,[RFC] Utilize shared memory to deduplicate the network system-wide,open,False,2025-07-23T10:58:54Z,,2025-09-02T21:09:29Z,Sopel97,True,79,1675,187,22,59,83,29,66,3777,1,10,540,1,1,1,1,0,0,0,3,3,1,3,3,1862,0,0,0,0,2,0,20,22,59,2,0,20,0,1675,187,2025-08-08T18:47:44Z,10,0,0,4,True,0,0,True,unstable,True,0,,,16.325578703703705
6172,Optimization of safe_destination Function,closed,False,2025-07-21T16:28:41Z,2025-07-21T16:39:06Z,2025-07-21T16:39:06Z,FauziAkram,True,282,3,3,1,1,0,0,41,172,1,4,29,0,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,0,0,1,1,3,3,,0,0,0,0,True,0,0,,unknown,,0,,0.007233796296296296,
6171,Remove a couple of multiplications,closed,False,2025-07-21T14:44:37Z,2025-07-28T16:42:15Z,2025-07-28T16:42:16Z,FauziAkram,True,282,3,3,2,2,3,0,34,63,1,5,8,0,0,0,0,0,0,0,1,1,1,1,1,6,0,0,0,0,0,0,2,2,2,0,0,2,1,3,3,,0,0,0,0,True,0,0,,unknown,,0,,7.081689814814815,
6170,Simplify away a term in see pruning,closed,False,2025-07-21T01:50:29Z,2025-07-24T08:39:37Z,2025-07-24T08:39:37Z,daniel-monroe,True,74,2,2,1,1,0,0,35,422,1,7,72,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,2,2,,0,0,0,0,True,0,0,,unknown,,2,,3.2841203703703705,
6169,"Execute series of cmdline arguments as if they were stdin, keeping legacy bench support",closed,False,2025-07-20T14:23:57Z,2025-08-24T18:19:11Z,2025-08-24T18:19:12Z,AndyGrant,True,8,99,78,2,1,2,0,87,649,1,14,108,1,1,0,0,0,0,0,2,2,1,1,1,177,0,0,0,0,0,0,2,2,1,0,0,2,0,99,78,,0,0,0,0,True,0,0,,unknown,,1,,35.16335648148148,
6168,Add support for UCI wait command,closed,False,2025-07-20T13:33:16Z,2025-08-24T18:18:59Z,2025-08-24T18:19:00Z,AndyGrant,True,8,4,0,1,1,9,0,32,2514,1,6,460,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,1,1,0,0,1,0,4,0,,0,0,0,0,True,0,0,,unknown,,1,,35.19841435185185,
6166,upgraded README.md,closed,False,2025-07-16T11:47:45Z,2025-07-20T17:10:53Z,2025-07-20T17:10:53Z,kr1shnasomani,False,1,20,14,1,1,4,0,18,62,1,3,11,0,0,0,1,1,0,0,1,1,1,1,1,34,0,0,1,0,0,0,1,1,1,0,0,1,0,20,14,,0,0,0,0,True,0,0,,unknown,,0,,4.224398148148148,
6164,Prevent accidential misuse of TUNE(),closed,False,2025-07-15T20:40:11Z,2025-07-24T08:39:37Z,2025-07-24T08:39:37Z,Disservin,True,123,10,1,1,1,0,0,36,420,1,5,68,0,1,0,0,0,0,0,1,1,0,1,1,11,0,0,0,0,0,0,1,1,1,0,0,1,1,10,1,,0,0,0,0,True,0,0,,unknown,,2,,8.499606481481482,
